"16777216","16777471","DCH","AU","Australia","Queensland","Brisbane","APNIC and CloudFlare DNS Resolver Project","cloudflare.com","CDN","13335","CloudFlare Inc","1","-"
"917409144","917409144","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-"
"917472958","917472998","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-"
"917515965","917515965","PUB","US","United States of America","California","San Francisco","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"917546143","917546143","PUB","US","United States of America","California","San Francisco","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"917580465","917580465","PUB","US","United States of America","California","San Francisco","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"917613882","917614270","DCH","US","United States of America","California","San Francisco","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"917657868","917657868","PUB","JP","Japan","Tokyo","Tokyo","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"917734757","917734759","DCH","SG","Singapore","Singapore","Singapore","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"917774586","917774586","PUB","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"917800337","917800363","DCH","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"917828668","917828688","DCH","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"917987413","917987413","PUB","US","United States of America","California","San Francisco","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"918008255","918008255","PUB","US","United States of America","California","San Francisco","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"918024522","918024523","DCH","US","United States of America","California","San Francisco","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"918072526","918072911","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"918126545","918126545","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"918179841","918179841","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"918227795","918227795","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"918270596","918270596","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"918320239","918320239","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"918373041","918373041","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"918427412","918427420","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"918471609","918471609","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"918528468","918528468","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"918625318","918625318","PUB","US","United States of America","California","San Francisco","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"918648502","918648502","PUB","US","United States of America","California","San Francisco","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"918679178","918679178","PUB","US","United States of America","California","San Francisco","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"918810718","918810718","PUB","IE","Ireland","Dublin","Dublin","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"918859004","918859004","PUB","US","United States of America","Virginia","Ashburn","Amazon.com Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"918916598","918916598","PUB","US","United States of America","Virginia","Ashburn","Amazon.com Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"918976269","918976339","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-"
"919037448","919037448","PUB","JP","Japan","Tokyo","Tokyo","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"919087795","919087795","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"919141393","919141393","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"919188864","919188942","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"919223238","919223244","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"919245253","919245364","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"919269084","919269084","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"919365783","919365783","PUB","US","United States of America","Virginia","Ashburn","Amazon.com Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"919468393","919468630","DCH","US","United States of America","Virginia","Ashburn","Amazon.com Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-"
"919547502","919547977","DCH","BR","Brazil","Sao Paulo","Sao Paulo","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"919617307","919617307","PUB","US","United States of America","Virginia","Ashburn","Amazon.com Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"919711110","919711138","DCH","US","United States of America","Virginia","Ashburn","Amazon.com Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-"
"919777544","919777544","PUB","US","United States of America","Virginia","Ashburn","Amazon.com Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"919851799","919851928","DCH","US","United States of America","Virginia","Ashburn","Amazon.com Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-"
"919903755","919903931","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"919952106","919952170","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"919993560","919993859","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"920073144","920073144","PUB","US","United States of America","California","San Francisco","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"920113441","920113441","PUB","US","United States of America","California","San Francisco","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"920165440","920165667","DCH","IE","Ireland","Dublin","Dublin","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"920271199","920271270","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"920319047","920319047","VPN","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","2","-"
"920354889","920354889","PUB","US","United States of America","California","San Francisco","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"920375403","920375403","PUB","US","United States of America","California","San Francisco","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"920475945","920475945","PUB","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"920643825","920645115","DCH","CN","China","Beijing","Beijing","Beijing Guanghuan Xinwang Digital Technology Co.Ltd","ghidc.net","DCH","55960","Beijing Guanghuan Xinwang Digital","1","-"
"920697477","920697477","PUB","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"920794422","920794422","PUB","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"920837439","920837439","PUB","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"920890575","920890575","PUB","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"921046554","921046554","VPN","DE","Germany","Nordrhein-Westfalen","Dusseldorf","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"921239362","921239362","PUB","BR","Brazil","Sao Paulo","Sao Paulo","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"921254349","921254349","PUB","BR","Brazil","Sao Paulo","Sao Paulo","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"921301462","921301481","DCH","BR","Brazil","Sao Paulo","Sao Paulo","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"921350098","921350098","PUB","US","United States of America","Virginia","Ashburn","Amazon.com Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"921430311","921430311","PUB","US","United States of America","Virginia","Ashburn","Amazon.com Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"921504179","921504179","PUB","US","United States of America","Virginia","Ashburn","Amazon.com Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"921563760","921563760","PUB","US","United States of America","Virginia","Ashburn","Amazon.com Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"921623284","921623321","DCH","JP","Japan","Tokyo","Tokyo","Amazon Data Services Japan","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"921787781","921787781","PUB","US","United States of America","California","San Francisco","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"921840141","921840202","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-"
"921882887","921882933","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-"
"921981588","921981693","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"922034214","922034234","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"922074874","922074874","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"922172354","922172392","DCH","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"922294763","922294953","DCH","JP","Japan","Tokyo","Tokyo","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"922368743","922368749","DCH","JP","Japan","Tokyo","Tokyo","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"922422522","922422727","DCH","SG","Singapore","Singapore","Singapore","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"922525088","922525092","DCH","AU","Australia","New South Wales","Sydney","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"922586331","922586331","PUB","AU","Australia","New South Wales","Sydney","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"922667914","922667993","DCH","SG","Singapore","Singapore","Singapore","Amazon Data Services Japan","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"922724238","922724274","DCH","SG","Singapore","Singapore","Singapore","Amazon Data Services Japan","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"922742733","922742812","DCH","SG","Singapore","Singapore","Singapore","Amazon Data Services Japan","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"944006056","944006061","DCH","MY","Malaysia","Wilayah Persekutuan Kuala Lumpur","Kuala Lumpur","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"946881165","946881165","PUB","CA","Canada","Alberta","Calgary","Amazon Data Services Canada","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"947665604","947665604","PUB","BR","Brazil","Sao Paulo","Sao Paulo","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"947678838","947678838","PUB","BR","Brazil","Sao Paulo","Sao Paulo","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"947736780","947736780","PUB","BR","Brazil","Sao Paulo","Sao Paulo","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"947764120","947764120","PUB","BR","Brazil","Sao Paulo","Sao Paulo","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"949684412","949684466","DCH","JP","Japan","Osaka","Osaka","Amazon Data Services Osaka","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"949693160","949693187","DCH","JP","Japan","Osaka","Osaka","Amazon Data Services Osaka","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"949706867","949706904","DCH","JP","Japan","Osaka","Osaka","Amazon Data Services Osaka","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"949712196","949712205","DCH","JP","Japan","Osaka","Osaka","Amazon Data Services Osaka","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"949718272","949718272","DCH","JP","Japan","Osaka","Osaka","Amazon Data Services Osaka","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"954477298","954477298","PUB","SE","Sweden","Stockholms lan","Stockholm","Amazon Data Services Sweden","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"964731845","964731845","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","Erith","OVH SAS","ovh.com","DCH","16276","OVH SAS","30","SPAM"
"964738670","964738670","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","Erith","OVH SAS","ovh.com","DCH","16276","OVH SAS","30","-"
"964758928","964758929","VPN","DE","Germany","Hessen","Dietkirchen","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-"
"964772114","964772114","VPN","DE","Germany","Hessen","Dietkirchen","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-"
"964789515","964789533","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Erith","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-"
"964920082","964920082","VPN","DE","Germany","Hessen","Dietkirchen","OVH SAS","ovh.com","DCH","16276","OVH SAS","11","SPAM/SCANNER"
"965046128","965046135","DCH","ES","Spain","Madrid, Comunidad de","Madrid","Colt Technology Services Group Limited","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"965546584","965546584","SES","US","United States of America","Texas","Dallas","Meta Platforms Ireland Limited","facebook.com","SES/AIC","32934","Facebook Inc.","1","-"
"966407464","966411344","DCH","US","United States of America","Arizona","Phoenix","Microsoft Limited","microsoft.com","DCH","8075","Microsoft Corporation","1","-"
"968109057","968109057","PUB","JP","Japan","Tokyo","Tokyo","Amazon Data Services Japan","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"968291453","968291453","PUB","JP","Japan","Tokyo","Tokyo","Amazon Data Services Japan","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"974315360","974315367","DCH","CN","China","Nei Mongol","Baotou","China Unicom Neimeng Province Network","chinaunicom.com","DCH","4837","China Unicom China169 Backbone","1","-"
"974881289","974881289","DCH","PK","Pakistan","Sindh","Karachi","Wateen Telecom Limited","wateen.net","DCH","38264","National WIMAX/IMS Environment","1","-"
"977115885","977115885","PUB","CN","China","Guangdong","Shenzhen","SHENZHENSHILONGGANGQUBUJIZHENBAOLINGLONGGANGDIANXINFENJUIDCJIFANG","chinatelecom.com.cn","DCH","4134","China Telecom","30","-"
"977587664","977587664","PUB","BR","Brazil","Sao Paulo","Rio Claro","Beijing Blue I.T Technologies Co. Ltd.","chinacache.com","DCH","9009","M247 Europe SRL","30","-"
"978781791","978782207","DCH","AU","Australia","Queensland","Eagle Farm","iseek","iseek.com.au","DCH","9723","iseek Communications Pty Ltd","1","-"
"982063312","982063319","DCH","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","CS Loxinfo Public Company Limited","csloxinfo.com","DCH","4750","CS Loxinfo Public Company Limited","1","-"
"982107336","982107343","DCH","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","Bridgestone Sales (Thailand) Co. Ltd","csloxinfo.com","DCH","4750","CS Loxinfo Public Company Limited","1","-"
"986844976","986844983","DCH","CN","China","Jiangsu","Suzhou","Wujiang Shuiliju","chinatelecom.com.cn","DCH","4134","China Telecom","1","-"
"987574257","987574271","DCH","CN","China","Jiangsu","Nantong","ChinaNet Jiangsu Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","1","-"
"989993543","989993543","VPN","KR","Korea (the Republic of)","Gyeonggi-do","Seongnam","KT Corporation","kt.com","ISP/MOB","4766","Korea Telecom","11","-"
"992121954","992121954","PUB","CN","China","Guangdong","Maoming","Maomingshiguanghuananlu","chinatelecom.com.cn","DCH","4134","China Telecom","30","-"
"993289600","993289600","DCH","CN","China","Jiangxi","Nanchang","ChinaNet Jiangxi Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","1","SCANNER"
"993936226","993936226","PUB","CN","China","Jiangxi","Nanchang","ChinaNet Jiangxi Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","30","-"
"996832064","996832127","DCH","JP","Japan","Tokyo","Tokyo","S-PLANT Inc.","s-plant.jp","DCH","9370","Sakura Internet Inc.","1","-"
"999832940","999832940","PUB","TR","Turkiye","Istanbul","Istanbul","Aurora Technologies","auroratechno.com","DCH","197450","Sunucun Bilgi Iletisim Teknolojileri ve Ticaret Ltd. Sti.","30","-"
"1001287072","1001287072","PUB","CN","China","Hubei","Wuhan","ChinaNet Hubei Province Network","chinatelecom.com.cn","DCH","137266","CHINATELECOM Hubei Province Wuhan 5G Network","30","-"
"1007495714","1007495714","PUB","CN","China","Gansu","Pingliang","China Unicom Gansu Province Network","chinaunicom.com","DCH","4837","China Unicom China169 Backbone","30","-"
"1007737241","1007737241","DCH","CN","China","Liaoning","Shenyang","China Unicom Liaoning Province Network","chinaunicom.com","DCH","4837","China Unicom China169 Backbone","14","SCANNER"
"1008709888","1008709963","DCH","CN","China","Nei Mongol","Hohhot","China Unicom Neimeng Province Network","chinaunicom.com","DCH","4837","China Unicom China169 Backbone","1","-"
"1009745186","1009745186","VPN","JP","Japan","Hokkaido","Wakkanai","NTT DoCoMo Inc.","nttdocomo.com","ISP/MOB","4713","NTT Docomo Business Inc.","1","-"
"1017533271","1017533271","DCH","CN","China","Anhui","Hefei","ChinaNet Anhui Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","28","SCANNER"
"1018368207","1018368207","PUB","CN","China","Zhejiang","Ningbo","ChinaNet Zhejiang Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","30","-"
"1019456655","1019456655","PUB","CN","China","Beijing","Beijing","Beijing Teletron Telecom Engineering Co. Ltd.","idcdxt.cn","DCH","4808","China Unicom Beijing Province Network","30","-"
"1020821520","1020821520","DCH","CN","China","Shandong","Jinan","China Unicom Shandong Province Network","chinaunicom.com","DCH","4837","China Unicom China169 Backbone","18","SCANNER"
"1024368150","1024368161","DCH","JP","Japan","Tokyo","Tokyo","Telstra Global","telstraglobal.com","DCH","4629","Telstra Global Internet Services Network Blocks","1","-"
"1026904664","1026905046","DCH","CN","China","Henan","Kaifeng","China Unicom Henan Province Network","chinaunicom.com","DCH","4837","China Unicom China169 Backbone","1","-"
"1028378103","1028378103","VPN","KR","Korea (the Republic of)","Gyeonggi-do","Seongnam","KT Corporation","kt.com","ISP/MOB","4766","Korea Telecom","1","-"
"1030842144","1030842255","DCH","JP","Japan","Osaka","Osaka","NTT Docomo Business Inc.","ntt.com","DCH","4713","NTT Docomo Business Inc.","1","-"
"1032311902","1032311994","DCH","CN","China","Beijing","Beijing","China Unicom Beijing Province Network","chinaunicom.com","DCH","4808","China Unicom Beijing Province Network","1","-"
"1034175940","1034175943","DCH","CN","China","Zhejiang","Ningbo","Zhengming Zhou","nbptt.zj.cn","DCH","4134","China Telecom","1","-"
"1036861440","1036862463","DCH","JP","Japan","Kagoshima","Kagoshima","Minaminion Information Processing Center Co Ltd","minc.ne.jp","DCH","10016","Minaminihon Information Processing Center Co Ltd","1","-"
"1039474046","1039474046","PUB","PH","Philippines","National Capital Region","Manila","InfiniVAN Incorporated","infinivan.com","ISP","135607","InfiniVAN Incorporated","1","-"
"1040384121","1040384121","PUB","RS","Serbia","Sremski okrug","Ingija","Quality Network Middle East Fze","ipfscloud.store","DCH","35830","Fast Servers (Pty) Ltd","29","-"
"1040468504","1040468607","DCH","DE","Germany","Hessen","Frankfurt am Main","euNetworks GmbH","eunetworks.com","DCH","13237","euNetworks GmbH","1","-"
"1041522528","1041522559","DCH","SE","Sweden","Stockholms lan","Stockholm","Mitel Sweden AB","mitel.com","DCH","3301","Telia Company AB","1","-"
"1041712788","1041712791","DCH","ES","Spain","Madrid, Comunidad de","Madrid","COLT Telecom Reserved for TATA IZO","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"1041729200","1041729203","DCH","IT","Italy","Piemonte","Torino","Colt Telecom","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"1041749296","1041749303","DCH","AT","Austria","Wien","Vienna","AREALIS Liegenschaftsmanagement GmbH","coltfrance.com","DCH","8220","Colt Technology Services Group Limited","1","-"
"1041949641","1041949641","DCH","DE","Germany","Hessen","Frankfurt am Main","DGL Services GmbH","ecotel.de","DCH","12312","Ecotel Communication AG","1","-"
"1042839014","1042839014","DCH","DE","Germany","Hessen","Frankfurt am Main","GEANT Vereniging","geant.org","DCH","20965","GEANT Vereniging","1","-"
"1043479296","1043479551","DCH","DE","Germany","Rheinland-Pfalz","Isenburg","GTT Germany GmbH","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"1044164990","1044164990","PUB","US","United States of America","Kansas","Linn","NetCrafters OU","netcraftersou.com","DCH","15611","Iranian Research Organization for Science & Technology","30","-"
"1044183193","1044183193","PUB","FR","France","Ile-de-France","Paris","NetCrafters OU","netcraftersou.com","DCH","203273","NetCrafters OU","30","-"
"1044425762","1044425763","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Salford","McCall Development","virtual1.co.uk","DCH","47474","Virtual1 Limited","1","-"
"1044432104","1044432107","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Birmingham","Marnerosvoip Birmingham","virtual1.co.uk","DCH","47474","Virtual1 Limited","1","-"
"1044437238","1044437239","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Witney","Caregroup Bampton","virtual1.co.uk","DCH","47474","Virtual1 Limited","1","-"
"1044443344","1044443351","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Manchester","Clarke Cheadle","virtual1.co.uk","DCH","47474","Virtual1 Limited","1","-"
"1044582288","1044582303","DCH","DE","Germany","Hamburg","Altstadt","Lumen Technologies UK Limited","centurylinkservices.net","DCH","3356","Level 3 Parent LLC","1","-"
"1044594937","1044594938","DCH","DE","Germany","Bayern","Munich","Lumen Technologies UK Limited","centurylinkservices.net","DCH","3356","Level 3 Parent LLC","1","-"
"1044661504","1044661759","DCH","PL","Poland","Mazowieckie","Warsaw","Kriek Networks BV","krieknetworks.nl","DCH","213821","Kriek Networks BV","1","-"
"1044949594","1044949594","PUB","JO","Jordan","Al 'Asimah","Amman","VTEL Holdings Limited/Jordan Co.","vtel.jo","DCH","50670","VTEL Holdings Limited/Jordan Co.","8","-"
"1045142745","1045143499","DCH","DE","Germany","Nordrhein-Westfalen","Koeln","Host Europe GmbH","hosteurope.de","DCH","8972","Host Europe GmbH","1","-"
"1045309391","1045309398","DCH","RU","Russian Federation","Moskva","Moscow","Limited Liability Company WELLCOM-L","well-comm.ru","DCH","50289","Limited Liability Company WELLCOM-L","1","-"
"1045312777","1045312777","PUB","RU","Russian Federation","Moskva","Moscow","Limited Liability Company WELLCOM-L","well-comm.ru","DCH","50289","Limited Liability Company WELLCOM-L","30","-"
"1045324911","1045324911","DCH","FI","Finland","Etela-Pohjanmaa","Lahti","DNA Palvelut Oy","dnainternet.fi","DCH","16086","DNA Oyj","1","-"
"1045718467","1045718476","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Servers Tech Fzco","vdsina.com","DCH","216071","Servers Tech Fzco","1","-"
"1045881344","1045881599","DCH","SE","Sweden","Stockholms lan","Stockholm","InterBusiness Infrastructural","interbusiness.it","DCH","3269","Telecom Italia S.p.A.","1","-"
"1046486312","1046486319","DCH","DE","Germany","Hamburg","Hamburg","Colt Telecom","colt.net","DCH","6675","Colt Technology Services Group Limited","1","-"
"1046510136","1046510143","DCH","DE","Germany","Niedersachsen","Hanover","Colt Telecom","colt.net","DCH","6675","Colt Technology Services Group Limited","1","-"
"1046531232","1046531239","DCH","DE","Germany","Hessen","Frankfurt am Main","Colt Technology Services Group Limited","colt.net","DCH","6675","Colt Technology Services Group Limited","1","-"
"1046765104","1046765119","DCH","IT","Italy","Veneto","Bassano del Grappa","Terralink S.R.L.","terralink.it","DCH","15472","Terralink S.R.L.","1","-"
"1047120973","1047120975","VPN","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","code200 UAB","code200.global","DCH","150423","Server Galactic Private Limited","1","-"
"1047154176","1047154219","VPN","US","United States of America","Georgia","Atlanta","Clouvider Limited","clouvider.co.uk","DCH","62240","Clouvider Limited","1","-"
"1047539708","1047539711","DCH","DE","Germany","Hamburg","Hamburg","GOPAS Solutions GmbH","gopas.de","DCH","13157","GOPAS Solutions GmbH","1","-"
"1047642780","1047642783","VPN","DE","Germany","Hessen","Gallus","23M GmbH","23m.com","DCH","47447","23M GmbH","1","-"
"1047727138","1047727138","DCH","US","United States of America","Florida","Boca Raton","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047729145","1047729145","DCH","PL","Poland","Wielkopolskie","Poznan","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047732641","1047732641","DCH","DE","Germany","Hessen","Frankfurt am Main","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047734423","1047734423","DCH","US","United States of America","Texas","Dallas","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047735848","1047735848","DCH","CH","Switzerland","Geneve","Geneva","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047738341","1047738341","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047742510","1047742516","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047751423","1047751449","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047756732","1047756733","DCH","LV","Latvia","Riga","Riga","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
