"592984493","592984587","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593008676","593008676","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593030479","593030638","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593055153","593055153","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593079779","593079779","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593104704","593104704","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593128411","593128411","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593150540","593150540","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593173760","593173760","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593196636","593196662","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593219869","593219869","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593244988","593244988","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593270574","593270574","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593294148","593294148","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593318788","593318788","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593344010","593344073","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593370089","593370124","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593394259","593394259","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593417105","593417105","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593440512","593440516","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"593464116","593464116","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"597209036","597209036","PUB","IT","Italy","Lombardia","Milan","Amazon Technologies Inc.","amazon.com","DCH"
"597280958","597280963","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH"
"597356592","597356592","PUB","IN","India","Maharashtra","Mumbai","Amazon Data Services India","amazon.com","DCH"
"597576343","597576343","PUB","DE","Germany","Hessen","Frankfurt am Main","A100 ROW GmbH","amazon.com","DCH"
"597641605","597641605","PUB","DE","Germany","Hessen","Frankfurt am Main","A100 ROW GmbH","amazon.com","DCH"
"597707287","597707679","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"597813915","597814107","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"597914304","597914475","DCH","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"598007948","598007948","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"598101227","598101227","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"598194607","598194607","PUB","US","United States of America","Oregon","Portland","Amazon.com Inc.","amazon.com","DCH"
"598415262","598415262","PUB","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH"
"598535107","598535163","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH"
"598645377","598645498","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH"
"598736896","598737141","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Amazon Data Services UK","amazon.com","DCH"
"598794789","598794789","VPN","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Amazon Data Services UK","amazon.com","DCH"
"598851746","598851746","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Amazon Data Services UK","amazon.com","DCH"
"598904407","598904407","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Amazon Data Services UK","amazon.com","DCH"
"598927477","598927477","VPN","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Amazon Data Services UK","amazon.com","DCH"
"598969477","598969477","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Amazon Data Services UK","amazon.com","DCH"
"599008190","599008196","DCH","FR","France","Ile-de-France","Paris","Amazon Technologies Inc.","amazon.com","DCH"
"599028567","599028571","DCH","FR","France","Ile-de-France","Paris","Amazon Technologies Inc.","amazon.com","DCH"
"599050580","599050580","PUB","FR","France","Ile-de-France","Paris","Amazon Technologies Inc.","amazon.com","DCH"
"599077894","599077894","PUB","FR","France","Ile-de-France","Paris","Amazon Technologies Inc.","amazon.com","DCH"
"599132423","599132423","PUB","CA","Canada","Quebec","Montreal","Amazon Data Services Canada","amazon.com","DCH"
"599172926","599172926","PUB","CA","Canada","Quebec","Montreal","Amazon Data Services Canada","amazon.com","DCH"
"599196455","599196459","DCH","CA","Canada","Quebec","Montreal","Amazon Data Services Canada","amazon.com","DCH"
"599208027","599208039","DCH","CA","Canada","Quebec","Montreal","Amazon Data Services Canada","amazon.com","DCH"
"599224527","599224538","DCH","CA","Canada","Quebec","Montreal","Amazon Data Services Canada","amazon.com","DCH"
"599248364","599248370","DCH","CA","Canada","Quebec","Montreal","Amazon Data Services Canada","amazon.com","DCH"
"599376841","599376841","PUB","US","United States of America","Oregon","The Dalles","Google LLC","google.com","DCH"
"599583844","599583844","PUB","US","United States of America","Virginia","Ashburn","Google LLC","google.com","DCH"
"599876024","599876024","PUB","US","United States of America","Iowa","Council Bluffs","Google LLC","google.com","DCH"
"600019181","600019181","SES","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Google LLC","google.com","SES"
"600141112","600141112","PUB","US","United States of America","Oregon","The Dalles","Google LLC","google.com","DCH"
"600238658","600239065","DCH","SG","Singapore","Singapore","Singapore","Google LLC","google.com","DCH"
"600270091","600270182","DCH","BR","Brazil","Sao Paulo","Sao Paulo","Google LLC","google.com","DCH"
"600502729","600502751","DCH","US","United States of America","Iowa","Council Bluffs","Google LLC","google.com","DCH"
"600616619","600616619","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Google LLC","google.com","DCH"
"600846343","600846343","PUB","US","United States of America","Iowa","Council Bluffs","Google LLC","google.com","DCH"
"601078353","601078353","PUB","US","United States of America","South Carolina","Moncks Corner","Google LLC","google.com","DCH"
"601179029","601179625","DCH","JP","Japan","Tokyo","Tokyo","Google LLC","google.com","DCH"
"601713536","601713737","DCH","JP","Japan","Tokyo","Tokyo","Google LLC","google.com","DCH"
"602082452","602082452","PUB","US","United States of America","South Carolina","Moncks Corner","Google LLC","google.com","DCH"
"602305573","602305578","DCH","US","United States of America","Oregon","The Dalles","Google LLC","google.com","DCH"
"602506515","602506603","DCH","US","United States of America","Oregon","The Dalles","Google LLC","google.com","DCH"
"602701174","602701174","PUB","US","United States of America","California","Los Angeles","Google LLC","google.com","DCH"
"602980357","602980357","PUB","SG","Singapore","Singapore","Singapore","Google LLC","google.com","DCH"
"603264604","603264740","DCH","US","United States of America","Virginia","Ashburn","Google LLC","google.com","DCH"
"603320195","603320359","DCH","US","United States of America","Virginia","Ashburn","Google LLC","google.com","DCH"
"603430732","603430846","DCH","SG","Singapore","Singapore","Singapore","Google LLC","google.com","DCH"
"604410284","604410284","PUB","CN","China","Anhui","Bozhou","ChinaNet Anhui Province Network","chinatelecom.com.cn","DCH"
"607301789","607301789","DCH","VN","Viet Nam","Ho Chi Minh","Ho Chi Minh City","Data Security Solutions Limited","antoandulieu.com","DCH"
"620012751","620012751","VPN","JP","Japan","Tokyo","Tokyo","SoftBank Corp.","softbank.jp","ISP/MOB"
"620879939","620879939","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Brightbox Systems Ltd","brightbox.co.uk","DCH"
"621358993","621358993","DCH","RU","Russian Federation","Moskovskaya oblast'","Mytishchi","Petersburg Internet Network Ltd.","pinspb.ru","DCH"
"621932836","621932836","PUB","UA","Ukraine","Kyiv","Kyiv","Limited Liability Company Best Solutions","bestsolution.net.ua","DCH"
"622053877","622053877","DCH","SG","Singapore","Singapore","Singapore","DataCamp Limited","datacamp.co.uk","DCH"
"622537211","622537219","DCH","FI","Finland","Uusimaa","Helsinki","Hetzner Online GmbH","hetzner.de","DCH"
"622559913","622559913","PUB","FI","Finland","Uusimaa","Helsinki","Hetzner Online GmbH","hetzner.de","DCH"
"622580921","622580921","PUB","FI","Finland","Uusimaa","Helsinki","Hetzner Online GmbH","hetzner.de","DCH"
"622855039","622855039","DCH","IR","Iran (Islamic Republic of)","Tehran","Tehran","Noyan Abr Arvan Co.","arvan.ir","DCH"
"622858109","622858109","PUB","IR","Iran (Islamic Republic of)","Tehran","Tehran","Noyan Abr Arvan Co.","arvan.ir","DCH"
"622861417","622861417","DCH","IR","Iran (Islamic Republic of)","Tehran","Tehran","Noyan Abr Arvan Co.","arvan.ir","DCH"
"622874614","622874617","DCH","AZ","Azerbaijan","Baki","Baku","Seabak LLC","seabak.net","DCH"
"623692103","623692115","VPN","DE","Germany","Hessen","Frankfurt am Main","IPPN Holdings Ltd","hostroyale.com","DCH"
"624025744","624025744","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Estoxy OU","estoxy.com","DCH"
"624646280","624646283","DCH","CZ","Czechia","Jihomoravsky kraj","Ceska","OVH SAS","ovh.com","DCH"
"624673956","624673979","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH"
"624809452","624809452","PUB","DE","Germany","Hessen","Frankfurt am Main","velia.net Internetdienste GmbH","velia.net","DCH"
"625728291","625728291","DCH","RU","Russian Federation","Krasnodarskiy kray","Taman'","Multiservice Networks Ltd.","mcc.net.ru","DCH"
"628238589","628238591","DCH","DE","Germany","Nordrhein-Westfalen","Dusseldorf","Felix Gassan","as207252.net","DCH"
"628677800","628677801","VPN","JP","Japan","Tokyo","Tokyo","Secure Data Systems SRL","s-data.ro","DCH"
"629341320","629341323","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Old Street","Virtual1 Limited","virtual1.co.uk","DCH"
"629891671","629891692","DCH","UA","Ukraine","Sevastopol","Sevastopol","Lancom Ltd Russia Sevastopol","sevstar.net","DCH"
"629908777","629908777","PUB","UA","Ukraine","Cherkaska oblast","Cherkasy","SIA Maklaut","maklaut.lv","DCH"
"629912993","629912994","PUB","UA","Ukraine","Cherkaska oblast","Cherkasy","SIA Maklaut","maklaut.lv","DCH"
"630129956","630129956","PUB","SG","Singapore","Singapore","Singapore","WeePee NV","weepee.io","DCH"
"630177520","630177527","DCH","AT","Austria","Wien","Vienna","Bechtle Austria GmbH","bechtle.com","DCH"
"630765451","630765451","PUB","IR","Iran (Islamic Republic of)","Tehran","Tehran","Noyan Abr Arvan Co. ( Private Joint Stock)","arvancloud.com","DCH"
"631023947","631023951","DCH","IT","Italy","Emilia-Romagna","Brisighella","Lepida S.c.p.A.","lepida.it","DCH"
"633040061","633040061","PUB","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH"
"633998470","633998478","DCH","RU","Russian Federation","Moskva","Moscow","Limited Liability Company Relcom-SPB","relcom.spb.ru","DCH"
"635106932","635106932","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Greenhost BV","greenhost.nl","DCH"
"635257804","635257804","PUB","MD","Moldova (the Republic of)","Chisinau","Chisinau","AlexHost SRL","alexhost.md","DCH"
"635716813","635716813","PUB","KZ","Kazakhstan","Ulytau oblysy","Kazakhstan","Jusan Mobile JSC","jusanmobile.kz","DCH"
"635880947","635881471","DCH","RU","Russian Federation","Permskiy kray","Vavilova","Cloud.ru","cloud.ru","DCH"
"636182800","636182800","PUB","AE","United Arab Emirates","Al Fujayrah","Al Fujayrah","SH.cz s.r.o.","sh.cz","DCH"
"636200479","636200479","PUB","RU","Russian Federation","Tambovskaya oblast'","Tambov","Sesameware FZ-LLC","sesameware.com","DCH"
"636222313","636223487","DCH","RU","Russian Federation","Tambovskaya oblast'","Tambov","Sesameware FZ-LLC","sesameware.com","DCH"
"637320832","637320901","DCH","AT","Austria","Niederosterreich","Klosterneuburg","IPAX GmbH","ipax.at","DCH"
"637839616","637839871","DCH","US","United States of America","Mississippi","Jackson","Cogent Communications LLC","cogentco.com","DCH"
"638007852","638007853","DCH","AR","Argentina","Buenos Aires","Santa Teresita","CTCL1 ARIN","avcdigital.com.ar","DCH"
"638092288","638092543","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"638403789","638403792","DCH","CA","Canada","Alberta","Sherwood Park","CipherKey Exchange Corp.","cipherkey.net","DCH"
"638420024","638420024","PUB","US","United States of America","Minnesota","Minneapolis","Cogent Communications LLC","cogentco.com","DCH"
"638421477","638421477","DCH","US","United States of America","Utah","Salt Lake City","Cogent Communications LLC","cogentco.com","DCH"
"638423127","638423127","DCH","US","United States of America","Utah","Salt Lake City","Cogent Communications LLC","cogentco.com","DCH"
"638424656","638424656","PUB","US","United States of America","Massachusetts","Boston","Cogent Communications LLC","cogentco.com","DCH"
"638425937","638425939","DCH","US","United States of America","Florida","Boca Raton","Cogent Communications LLC","cogentco.com","DCH"
"638427721","638427722","DCH","US","United States of America","Minnesota","Minneapolis","Cogent Communications LLC","cogentco.com","DCH"
"638429519","638429519","DCH","US","United States of America","Massachusetts","Boston","Cogent Communications LLC","cogentco.com","DCH"
"638430632","638430632","PUB","US","United States of America","Florida","Boca Raton","Cogent Communications LLC","cogentco.com","DCH"
"638432028","638432028","PUB","US","United States of America","Louisiana","New Orleans","Cogent Communications LLC","cogentco.com","DCH"
"638433572","638433572","PUB","US","United States of America","North Carolina","Charlotte","Cogent Communications LLC","cogentco.com","DCH"
"638652928","638653183","DCH","US","United States of America","Mississippi","Jackson","Cogent Communications LLC","cogentco.com","DCH"
"638850424","638850431","DCH","US","United States of America","Kansas","Overland Park","Cogent Communications LLC","cogentco.com","DCH"
"638855187","638855188","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"638857239","638857240","DCH","US","United States of America","California","El Segundo","Cogent Communications LLC","cogentco.com","DCH"
"638859363","638859364","DCH","US","United States of America","California","San Francisco","Cogent Communications LLC","cogentco.com","DCH"
"638861563","638861564","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"638863699","638863700","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"639286016","639286783","DCH","US","United States of America","Mississippi","Jackson","Cogent Communications LLC","cogentco.com","DCH"
"639442208","639442215","DCH","CA","Canada","Ontario","Windsor","Next Dimension Inc","nextdimensioninc.com","DCH"
"639634458","639634463","DCH","US","United States of America","Texas","Dallas","Progress Residential LLC","cogentco.com","DCH"
"639646912","639646919","DCH","US","United States of America","Ohio","Columbus","Cozaq","cozaq.com","DCH"
"639659360","639659367","DCH","US","United States of America","Arizona","Scottsdale","Cogent Communications LLC","cogentco.com","DCH"
"639672664","639672671","DCH","US","United States of America","Rhode Island","Providence","Cogent Communications LLC","cogentco.com","DCH"
"639689784","639689791","DCH","US","United States of America","California","Burbank","Barnstorm VFX Inc","cogentco.com","DCH"
"639809492","639809498","DCH","US","United States of America","California","Los Angeles","Enzu Inc","enzu.com","DCH"
"640494678","640494678","PUB","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"640586856","640586856","PUB","CA","Canada","Ontario","Mississauga","Webmyne Systems Inc","cogentco.com","DCH"
"640778883","640778883","PUB","MX","Mexico","Queretaro","Queretaro","IENTC S de RL de CV","ientc.net","ISP"
"640917337","640917338","PUB","US","United States of America","Florida","Hialeah","Thunder Services and Solutions Corp","cogentco.com","DCH"
"640998476","640998476","PUB","DO","Dominican Republic","San Cristobal","Villa Altagracia","Telecable Dominicano S.A.","telecabledominicano.com.do","ISP"
"641089536","641089547","DCH","ZA","South Africa","Gauteng","Johannesburg","KaopuCloud","kaopuyun.com","DCH"
"641133568","641134335","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"641458869","641458871","DCH","US","United States of America","California","Santa Clara","HK Cedoc Limited","cedoc-ltd.com","DCH"
"641530535","641530535","PUB","DE","Germany","Hessen","Frankfurt am Main","LightNode","kaopuyun.com","DCH"
"641753361","641753361","DCH","US","United States of America","Texas","Dallas","Cogent Communications LLC","cogentco.com","DCH"
"641927977","641927977","DCH","US","United States of America","Texas","Dallas","Opiquad LLC","opiquad.com","DCH"
"642086144","642086399","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"642236160","642236415","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"642386800","642386800","PUB","US","United States of America","District of Columbia","Washington","Datamount Saoc","datamount.om","DCH"
"642490112","642490367","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"642638893","642638893","PUB","US","United States of America","California","San Jose","Kaopu Cloud HK Limited","kaopuyun.com","DCH"
"642868800","642868800","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"643040000","643040255","DCH","US","United States of America","Texas","Plano","Masergy Communications LLC","masergy.com","DCH"
"643227760","643227775","DCH","US","United States of America","Ohio","Cincinnati","Cogent Communications LLC","cogentco.com","DCH"
"643309736","643309736","DCH","US","United States of America","Virginia","McLean","Pansophic Learning","cogentco.com","DCH"
"643339480","643339480","DCH","US","United States of America","New York","New York City","Cogent Communications LLC","cogentco.com","DCH"
"643348384","643348384","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"643355345","643355345","DCH","US","United States of America","New York","New York City","Cogent Communications LLC","cogentco.com","DCH"
"643361714","643361719","DCH","US","United States of America","Virginia","McLean","Watt Tieder Hoffar & Fitzgerald LLP","swishmail.com","DCH"
"643385694","643385694","DCH","US","United States of America","New Jersey","Secaucus","ThinkHuge","thinkhuge.net","DCH"
"643389165","643389167","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Slough","ThinkHuge","thinkhuge.net","DCH"
"643524061","643524061","PUB","US","United States of America","New York","New York City","GlobalTeleHost Corp.","gthost.com","DCH"
"643615988","643616034","DCH","US","United States of America","Virginia","Ashburn","Critical Hub Networks","criticalhub.com","DCH"
"643727569","643727569","DCH","US","United States of America","North Carolina","Charlotte","Womble Bond Dickinson (US) LLP","cogentco.com","DCH"
"643802449","643802449","DCH","US","United States of America","California","San Francisco","Womble Bond Dickinson (US) LLP","cogentco.com","DCH"
"643880354","643880359","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"643926401","643926401","VPN","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Telecom North America Inc.","telna.com","DCH"
"643976171","643976176","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"644012530","644012543","DCH","US","United States of America","Pennsylvania","Norristown","Cogent Communications LLC","cogentco.com","DCH"
"644049408","644049663","DCH","US","United States of America","California","Santa Clara","Lambda Inc.","lambda.ai","DCH"
"644071850","644071856","DCH","US","United States of America","New York","New York City","Cogent Communications LLC","cogentco.com","DCH"
"644074601","644074601","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"644077533","644077533","DCH","US","United States of America","New York","New York City","Cogent Communications LLC","cogentco.com","DCH"
"644088679","644088679","DCH","US","United States of America","District of Columbia","Washington","Council for Responsible Nutrition","cogentco.com","DCH"
"644125394","644125399","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"644166313","644166313","DCH","US","United States of America","Oregon","Portland","Cogent Communications LLC","cogentco.com","DCH"
"644194878","644194878","DCH","US","United States of America","Texas","Dallas","Cogent Communications LLC","cogentco.com","DCH"
"644237568","644237631","DCH","US","United States of America","Mississippi","Jackson","Cogent Communications LLC","cogentco.com","DCH"
"644288848","644288848","DCH","US","United States of America","Virginia","Leesburg","Cogent Communications LLC","cogentco.com","DCH"
"644301631","644301631","DCH","US","United States of America","New York","New York City","Cogent Communications LLC","cogentco.com","DCH"
"644302790","644302790","DCH","US","United States of America","California","Los Angeles","Cogent Communications LLC","cogentco.com","DCH"
"644303948","644303948","DCH","US","United States of America","New York","New York City","Cogent Communications LLC","cogentco.com","DCH"
"644353199","644353199","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"644358758","644358759","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"644364374","644364376","DCH","US","United States of America","Virginia","Ashburn","Cogent Communications LLC","cogentco.com","DCH"
"644368138","644368140","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"644373405","644373405","DCH","US","United States of America","Florida","Miami","Cogent Communications LLC","cogentco.com","DCH"
"644380304","644380305","DCH","US","United States of America","Michigan","Byron Center","Cogent Communications LLC","cogentco.com","DCH"
"644385393","644385393","DCH","US","United States of America","California","San Jose","Cogent Communications LLC","cogentco.com","DCH"
"644390662","644390663","DCH","CA","Canada","Ontario","Mississauga","Regeneron Canada Company","cogentco.com","DCH"
"644396414","644396415","DCH","US","United States of America","Illinois","Aurora","Vatic Labs Operation LLC","cogentco.com","DCH"
"644401452","644401455","DCH","US","United States of America","New York","New York City","Cogent Communications LLC","cogentco.com","DCH"
"644404410","644404415","DCH","US","United States of America","Illinois","Naperville","Cogent Communications LLC","cogentco.com","DCH"
"644409134","644409135","DCH","US","United States of America","California","Pasadena","BasicBrix Cloud Pte Ltd","basicbrix.com","DCH"
"644413346","644413348","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"644436801","644436801","DCH","US","United States of America","Virginia","Arlington","Cogent Communications LLC","cogentco.com","DCH"
"644477408","644477408","DCH","US","United States of America","New Jersey","Secaucus","Cogent Communications LLC","cogentco.com","DCH"
"644530529","644530529","DCH","US","United States of America","Illinois","Chicago","Cogent Communications LLC","cogentco.com","DCH"
"644622352","644622359","DCH","US","United States of America","Florida","Palm Beach Gardens","Cogent Communications LLC","cogentco.com","DCH"
"644676272","644676272","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"644710152","644710159","DCH","US","United States of America","New York","New York City","Cogent Communications LLC","cogentco.com","DCH"
"644794130","644794135","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"644864971","644864971","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Kaopu Cloud HK Limited","kaopuyun.com","DCH"
"644876882","644876887","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications Inc.","cogentco.com","DCH"
"644879994","644879996","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications Inc.","cogentco.com","DCH"
"644883109","644883110","DCH","US","United States of America","New York","New York City","Cogent Communications Inc.","cogentco.com","DCH"
"644921186","644921200","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications Inc.","cogentco.com","DCH"
"645034675","645034675","DCH","US","United States of America","California","Los Angeles","GlobalTeleHost Corp.","gthost.com","DCH"
"645222144","645222399","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications Inc.","cogentco.com","DCH"
"645383680","645383711","DCH","US","United States of America","Texas","Houston","Cogent Communications Inc.","cogentco.com","DCH"
"645433294","645433296","DCH","US","United States of America","Virginia","Arlington","Cogent Communications LLC","cogentco.com","DCH"
"645511362","645511375","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"645533416","645533423","DCH","US","United States of America","New York","New York City","Cogent Communications LLC","cogentco.com","DCH"
"645540584","645540599","DCH","CA","Canada","Quebec","Montreal","Cogent Communications LLC","cogentco.com","DCH"
"645546946","645546951","DCH","US","United States of America","Virginia","Reston","Cogent Communications LLC","cogentco.com","DCH"
"645553136","645553143","DCH","US","United States of America","Washington","Seattle","Cogent Communications LLC","cogentco.com","DCH"
"645562914","645562943","DCH","US","United States of America","Arizona","Phoenix","Cogent Communications LLC","cogentco.com","DCH"
"645569574","645569575","DCH","US","United States of America","Texas","Spring","Cogent Communications LLC","cogentco.com","DCH"
"645578312","645578319","DCH","US","United States of America","New York","New York City","Authentic Brands Group LLC","cogentco.com","DCH"
"645587896","645587903","DCH","US","United States of America","New York","New York City","Toscano Clements Taylor","cogentco.com","DCH"
"645621760","645622015","DCH","IN","India","Maharashtra","Mumbai","Cogent Communications LLC","cogentco.com","DCH"
"645624759","645624759","DCH","US","United States of America","California","El Segundo","Cogent Communications LLC","cogentco.com","DCH"
"645625759","645625759","DCH","US","United States of America","California","El Segundo","Cogent Communications LLC","cogentco.com","DCH"
"645626759","645626759","DCH","DO","Dominican Republic","Samana","Las Terrenas","CV Hotspot S.R.L","cvhotspot.com","DCH"
"645740032","645740287","DCH","TR","Turkiye","Mugla","Fethiye","Fipek Bilisim Anonim Sirketi","fipek.com","DCH"
"645777121","645777121","DCH","US","United States of America","New York","New York City","Cogent Communications LLC","cogentco.com","DCH"
"645857857","645857857","DCH","US","United States of America","Louisiana","New Orleans","Cogent Communications LLC","cogentco.com","DCH"
"645925052","645925052","PUB","JP","Japan","Tokyo","Tokyo","Innolink Network Ltd","innol.net","DCH"
"646023701","646023701","PUB","US","United States of America","Utah","Draper","FiberState LLC","fiberstate.com","DCH"
"646099271","646099271","PUB","US","United States of America","Arizona","Surprise","Wyyerd Group LLC","wyyerd.com","DCH"
"646158345","646158346","DCH","US","United States of America","Texas","Houston","Cogent Communications LLC","cogentco.com","DCH"
"646240100","646240131","DCH","US","United States of America","New Jersey","Mahwah","RingSquared CC LLC","ringsquared.com","DCH"
"646370303","646370303","DCH","US","United States of America","Texas","Dallas","Red River Cellular Telephone Company","swat.coop","DCH"
"646432396","646432396","PUB","TR","Turkiye","Gaziantep","Gaziantep","Tulip Group Internet Erisim Hizmetleri Sanayi Ticaret Limited Sirketi","tulipgroup.com.tr","DCH"
"646658816","646659071","DCH","US","United States of America","Mississippi","Jackson","Cogent Communications LLC","cogentco.com","DCH"
"646716528","646716528","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"646722962","646722967","DCH","US","United States of America","New York","New York City","Cogent Communications LLC","cogentco.com","DCH"
"646737530","646737535","DCH","US","United States of America","California","San Diego","The Resmark Companies","cogentco.com","DCH"
"646743930","646743935","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH"
"646751570","646751575","DCH","US","United States of America","Maryland","Lexington Park","WPB Hotel Partners LLC","cogentco.com","DCH"
"646758856","646758879","DCH","US","United States of America","Illinois","Chicago","Cogent Communications LLC","cogentco.com","DCH"
"646767416","646767423","DCH","CA","Canada","Ontario","Toronto","Cogent Communications LLC","cogentco.com","DCH"
"646840337","646840337","DCH","CA","Canada","British Columbia","Vancouver","Cogent Communications LLC","cogentco.com","DCH"
"646847528","646847535","DCH","US","United States of America","Texas","Houston","Parsons McEntire McCleary Clark PLLC","cogentco.com","DCH"
"646856824","646856831","DCH","US","United States of America","Illinois","Chicago","Cogent Communications LLC","cogentco.com","DCH"
"646868336","646868343","DCH","US","United States of America","Oregon","Portland","Cogent Communications LLC","cogentco.com","DCH"
"646877361","646877361","DCH","US","United States of America","California","Sacramento","Cogent Communications LLC","cogentco.com","DCH"
"646889560","646889591","DCH","US","United States of America","Florida","Jacksonville","Cogent Communications LLC","cogentco.com","DCH"
"646899282","646899287","DCH","US","United States of America","California","El Segundo","Cogent Communications LLC","cogentco.com","DCH"
