"59795626","59795626","SES","US","United States of America","Ohio","Columbus","Amazon Technologies Inc."
"59807705","59807746","DCH","US","United States of America","Ohio","Columbus","Amazon Technologies Inc."
"59821184","59821205","DCH","US","United States of America","Ohio","Columbus","Amazon Technologies Inc."
"59833865","59833868","DCH","US","United States of America","Ohio","Columbus","Amazon Technologies Inc."
"59845260","59845260","SES","US","United States of America","Ohio","Columbus","Amazon Technologies Inc."
"59855807","59855866","DCH","US","United States of America","Ohio","Columbus","Amazon Technologies Inc."
"59866108","59866108","SES","US","United States of America","Ohio","Columbus","Amazon Technologies Inc."
"59878192","59878192","PUB","US","United States of America","Ohio","Columbus","Amazon Technologies Inc."
"59889422","59889422","SES","US","United States of America","Ohio","Columbus","Amazon Technologies Inc."
"59978969","59978969","SES","US","United States of America","Ohio","Columbus","Amazon Technologies Inc."
"59998319","59998319","SES","US","United States of America","Ohio","Columbus","Amazon Technologies Inc."
"60077174","60077187","DCH","US","United States of America","Ohio","Columbus","Amazon Technologies Inc."
"60090629","60090629","PUB","US","United States of America","Ohio","Columbus","Amazon Technologies Inc."
"60154155","60154156","PUB","US","United States of America","Ohio","Columbus","Amazon Technologies Inc."
"60190809","60190809","SES","US","United States of America","Ohio","Columbus","Amazon Technologies Inc."
"60499135","60499135","PUB","US","United States of America","Washington","Seattle","Amazon Technologies Inc."
"61360499","61360499","VPN","US","United States of America","New York","New York City","Amazon.com Inc."
"62715234","62715234","PUB","US","United States of America","Washington","Seattle","Amazon Technologies Inc."
"64145408","64145408","PUB","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc."
"64654942","64654969","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc."
"65170644","65172465","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc."
"65501585","65504147","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc."
"65729134","65729244","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc."
"65811451","65811451","PUB","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc."
"65910720","65910720","PUB","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc."
"65998380","65998380","PUB","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc."
"66602241","66603096","DCH","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited"
"66719179","66719179","PUB","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited"
"66860092","66860092","PUB","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited"
"66956680","66956680","PUB","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited"
"67097275","67097275","PUB","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited"
"67130537","67130537","DCH","US","United States of America","California","San Jose","Level 3 Communications Inc."
"67184997","67184997","DCH","US","United States of America","Oregon","Portland","Level 3 Communications Inc."
"67203803","67203839","DCH","US","United States of America","Massachusetts","Boston","Level 3 Communications Inc."
"67220509","67220509","DCH","MX","Mexico","Queretaro","Queretaro","Level 3 Communications Inc."
"67329536","67329937","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc."
"67579741","67579903","DCH","US","United States of America","Florida","Miami","Level 3 Communications Inc."
"67663379","67663392","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc."
"68048745","68048746","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc."
"68090734","68090734","DCH","US","United States of America","Texas","Houston","Level 3 Communications Inc."
"68156575","68156584","DCH","US","United States of America","Ohio","Cincinnati","Level 3 Communications Inc."
"68190341","68191113","DCH","US","United States of America","New York","New York City","Level 3 Communications Inc."
"68263291","68263711","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc."
"68478208","68478719","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc."
"68693959","68693961","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc."
"68720006","68720108","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc."
"68745373","68745373","DCH","US","United States of America","Arizona","Phoenix","Level 3 Communications Inc."
"68753469","68753469","DCH","US","United States of America","Colorado","Denver","Level 3 Communications Inc."
"68760674","68760676","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc."
"68820224","68820248","DCH","US","United States of America","Colorado","Denver","Level 3 Communications Inc."
"69117006","69117006","DCH","US","United States of America","Illinois","Chicago","Level 3 Communications Inc."
"69197293","69197294","DCH","US","United States of America","Arizona","Phoenix","Level 3 Communications Inc."
"69305861","69305920","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc."
"69452697","69452698","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc."
"69550648","69550847","DCH","US","United States of America","Texas","Dallas","Level 3 Communications Inc."
"69675008","69675209","DCH","US","United States of America","Nebraska","Omaha","Level 3 Communications Inc."
"69949427","69949432","DCH","US","United States of America","Illinois","Chicago","Level 3 Communications Inc."
"70602431","70602469","DCH","US","United States of America","Michigan","Detroit","Level 3 Communications Inc."
"70995217","70995218","DCH","US","United States of America","Utah","Salt Lake City","Level 3 Communications Inc."
"71573330","71573330","DCH","AT","Austria","Wien","Vienna","Level 3 Communications Inc."
"71583955","71583956","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc."
"71622692","71622692","DCH","US","United States of America","California","San Diego","Level 3 Communications Inc."
"71671847","71671876","DCH","US","United States of America","District of Columbia","Washington","Level 3 Communications Inc."
"71684065","71684066","DCH","US","United States of America","Missouri","Kansas City","Level 3 Communications Inc."
"71689775","71689784","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc."
"71790520","71790591","DCH","US","United States of America","California","Tustin","Level 3 Communications Inc."
"72295009","72295009","DCH","US","United States of America","California","Los Angeles","Level 3 Communications Inc."
"73446401","73446401","PUB","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc."
"74903296","74903551","DCH","US","United States of America","Louisiana","Monroe","Level 3 Communications Inc."
"76611207","76611207","PUB","SG","Singapore","Singapore","Singapore","Microsoft Corporation"
"78174553","78175243","DCH","ZA","South Africa","Gauteng","Johannesburg","Microsoft Corporation"
"80310482","80310482","PUB","BR","Brazil","Sao Paulo","Campinas","Microsoft Corporation"
"81231814","81249262","DCH","JP","Japan","Tokyo","Tokyo","Microsoft Corporation"
"82101766","82101766","DCH","BR","Brazil","Sao Paulo","Campinas","Microsoft Corporation"
"82842680","82842680","PUB","IN","India","Maharashtra","Pune","Microsoft Corporation"
"83599523","83599523","PUB","FR","France","Ile-de-France","Paris","Microsoft Corporation"
"83973656","83973656","PUB","DE","Germany","Hessen","Frankfurt am Main","creoline GmbH"
"84421816","84421838","DCH","EE","Estonia","Harjumaa","Tallinn","Petersburg Internet Network Ltd."
"84480199","84480199","PUB","DE","Germany","Sachsen","Falkenstein","Hetzner Online GmbH"
"84517600","84517607","DCH","DE","Germany","Sachsen","Falkenstein","Inner Circle Studios"
"84538904","84538927","DCH","DE","Germany","Bayern","Gunzenhausen","Hetzner Online GmbH"
"84609630","84609655","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Liquid Core London"
"85380576","85380576","PUB","PL","Poland","Mazowieckie","Warsaw","TNGNET B.V."
"86167915","86167932","DCH","LV","Latvia","Riga","Riga","SIA Veesp"
"86197448","86197468","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Servers Tech Fzco"
"86213948","86213948","PUB","RU","Russian Federation","Severnaya Osetiya, Respublika","Vladikavkaz","Limited Liability Company Irtelcom"
"86218854","86218854","PUB","RU","Russian Federation","Severnaya Osetiya, Respublika","Vladikavkaz","Limited Liability Company Irtelcom"
"86220182","86220182","PUB","RU","Russian Federation","Severnaya Osetiya, Respublika","Vladikavkaz","Limited Liability Company Irtelcom"
"86450208","86450239","DCH","DE","Germany","Saarland","Saarbrucken","OVH SAS"
"86498382","86498382","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Hostkey B.V."
"86642614","86642614","PUB","RU","Russian Federation","Moskovskaya oblast'","Lukhovitsy","Rost LLC"
"86648938","86648938","PUB","RU","Russian Federation","Moskovskaya oblast'","Lukhovitsy","Rost LLC"
"86655367","86655367","DCH","RU","Russian Federation","Moskovskaya oblast'","Kolomna","CJSC Kolomna-Sviaz TV"
"86780531","86780532","PUB","AE","United Arab Emirates","Dubayy","Dubai","LLC Internet Tehnologii"
"86862951","86862967","DCH","DE","Germany","Baden-Wurttemberg","Karlsruhe","netcup GmbH"
"87561293","87561293","DCH","SG","Singapore","Singapore","Singapore","Core-Backbone GmbH"
"87806160","87806163","DCH","KZ","Kazakhstan","Astana","Astana","Too B-Tel"
"87936074","87936082","DCH","ES","Spain","Madrid, Comunidad de","Madrid","Spotting Brands Technologies S.L"
"88866121","88866121","PUB","DE","Germany","Sachsen","Falkenstein","Hetzner Online GmbH"
"89006191","89006191","PUB","US","United States of America","Oregon","Hillsboro","Hetzner Online GmbH"
"89014619","89014619","PUB","US","United States of America","Oregon","Hillsboro","Hetzner Online GmbH"
"89023654","89023654","DCH","US","United States of America","Oregon","Hillsboro","Hetzner Online GmbH"
"89034600","89034604","DCH","US","United States of America","Oregon","Hillsboro","Hetzner Online GmbH"
"89057105","89057105","PUB","US","United States of America","Oregon","Hillsboro","Hetzner Online GmbH"
"89376724","89376724","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","Slough","Brightbox Systems Ltd"
"90559107","90559107","PUB","RU","Russian Federation","Krasnodarskiy kray","Taman'","Petersburg Internet Network Ltd."
"90706715","90706715","PUB","CZ","Czechia","Zlinsky kraj","Slavicin","FreeTel S.R.O."
"92653240","92653257","VPN","SE","Sweden","Stockholms lan","Stockholm","Internet Vikings International AB"
"92697432","92697432","DCH","ES","Spain","Madrid, Comunidad de","Madrid","GINERNET"
"92750568","92750568","PUB","FI","Finland","Uusimaa","Helsinki","OVH SAS"
"92786224","92786239","DCH","IT","Italy","Lombardia","Milan","OVH SAS"
"93371856","93371858","DCH","IT","Italy","Emilia-Romagna","Modena","Lepida S.c.p.A."
"93674825","93674827","DCH","BA","Bosnia and Herzegovina","Brcko distrikt","Lukavac","Avax Net Doo Za Telekomunikacije Racunarski Inzenjering Konsalting I Promet Lukavac"
"93720577","93720578","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","London Grid for Learning Trust"
"93724033","93724095","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","London Grid for Learning Trust"
"93728305","93728312","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","London Grid for Learning Trust"
"94176756","94176767","DCH","CH","Switzerland","Bern","Bern","Angelnet Limited"
"94267010","94267011","PUB","RU","Russian Federation","Krasnodarskiy kray","Lenina","Pride LLC"
"94437322","94437322","PUB","IR","Iran (Islamic Republic of)","Tehran","Tehran","ATU Range 1"
"94476668","94476724","DCH","US","United States of America","Virginia","Ashburn","Hetzner Online GmbH"
"95390900","95390900","PUB","NL","Netherlands (Kingdom of the)","Limburg","Kerkrade","RyzeHosting"
"95669328","95669343","DCH","DE","Germany","Berlin","Berlin","DILAX"
"95716922","95716923","DCH","CH","Switzerland","Zurich","Winterthur","Init7 Holding AG"
"95760409","95760424","DCH","DE","Germany","Baden-Wurttemberg","Karlsruhe","netcup GmbH"
"95792048","95792048","PUB","IN","India","Delhi","New Delhi","Ivan Bulavkin"
"95896117","95896141","DCH","RU","Russian Federation","Moskva","Moscow","BCLan LLC"
"95944127","95944127","DCH","FI","Finland","Uusimaa","Helsinki","Ivan Bulavkin"
"96229569","96229569","PUB","RU","Russian Federation","Moskva","Moscow","Petersburg Internet Network Ltd."
"96262625","96262626","DCH","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","Petersburg Internet Network Ltd."
"96323959","96323959","PUB","RU","Russian Federation","Krasnoyarskiy kray","Krasnoyarsk","EdgeCenter LLC"
"96747383","96747383","PUB","FR","France","Hauts-de-France","Roubaix","OVH SAS"
"96775844","96775847","DCH","IT","Italy","Lombardia","Milan","OVH SAS"
"96962740","96962740","PUB","DE","Germany","Nordrhein-Westfalen","Dusseldorf","myLoc managed IT AG"
"98732755","98732780","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Krixe Pte. Ltd."
"98848853","98848853","DCH","RU","Russian Federation","Moskva","Moscow","NCN BBCUST"
"98857504","98857504","PUB","RU","Russian Federation","Moskva","Moscow","NCN BBCUST"
"98858973","98858973","DCH","RU","Russian Federation","Moskva","Moscow","NCN BBCUST"
"99085781","99085781","PUB","DE","Germany","Bayern","Soden","Alpha Geek Solutions LLC"
"100445595","100445598","DCH","RU","Russian Federation","Samarskaya oblast'","Tolyatti","Optik Line LLC"
"100502745","100502745","PUB","TR","Turkiye","Istanbul","Istanbul","Cizgi Telekomunikasyon Anonim Sirketi"
"100543238","100543238","DCH","US","United States of America","Virginia","Ashburn","Voxility LLP"
"100561094","100561094","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Voxility LLP"
"103608471","103608471","VPN","US","United States of America","Arizona","Fort Huachuca","Headquarters USAISC"
"134818560","134818591","DCH","US","United States of America","Ohio","Holland","Velocity A Managed Services Company"
"135245209","135245215","DCH","US","United States of America","North Carolina","Raleigh","Level 3 Communications Inc."
"135759872","135760127","DCH","US","United States of America","Louisiana","Monroe","Level 3 Communications Inc."
"136177164","136177164","DCH","RO","Romania","Ilfov","Voluntari","CloudFlare Inc."
"136618240","136618495","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc."
"137168640","137169151","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Level 3 Communications Ltd"
"137737728","137737983","DCH","US","United States of America","New Mexico","Albuquerque","Level 3 Communications Inc."
"139104768","139105023","DCH","US","United States of America","Louisiana","Monroe","Level 3 Communications Inc."
"140541440","140541695","DCH","US","United States of America","Louisiana","Monroe","Level 3 Communications Inc."
"142082560","142082815","DCH","US","United States of America","Louisiana","Monroe","Level 3 Communications Inc."
"142756018","142756018","PUB","CN","China","Beijing","Beijing","Alibaba Cloud (Singapore) Private Limited"
"143326310","143326310","PUB","CN","China","Guangdong","Guangzhou","Alibaba Cloud (Singapore) Private Limited"
"145614854","145614865","DCH","CN","China","Zhejiang","Hangzhou","Alibaba Cloud (Singapore) Private Limited"
"147872228","147872228","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Alibaba Cloud (Singapore) Private Limited"
"147971203","147971226","DCH","JP","Japan","Tokyo","Tokyo","Alibaba Cloud (Singapore) Private Limited"
"148012180","148012180","PUB","HK","Hong Kong","Hong Kong","Hong Kong","Alibaba Cloud (Singapore) Private Limited"
"148047615","148047615","VPN","DE","Germany","Hessen","Frankfurt am Main","Alibaba Cloud (Singapore) Private Limited"
"148233829","148233829","PUB","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","Alibaba Cloud (Singapore) Private Limited"
"148441736","148441773","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Alibaba Cloud (Singapore) Private Limited"
"148506477","148506528","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Alibaba Cloud (Singapore) Private Limited"
"148548953","148549028","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Alibaba Cloud (Singapore) Private Limited"
"148596606","148596606","PUB","SG","Singapore","Singapore","Singapore","Alibaba Cloud (Singapore) Private Limited"
"148627404","148627404","VPN","SG","Singapore","Singapore","Singapore","Alibaba Cloud (Singapore) Private Limited"
"148806124","148806124","PUB","SG","Singapore","Singapore","Singapore","Alibaba Cloud (Singapore) Private Limited"
"149134463","149134525","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc."
"150193022","150193023","DCH","EC","Ecuador","-","-","Serviandina S.A."
"152882124","152883129","DCH","US","United States of America","North Carolina","Durham","IBM"
"156750527","156814816","DCH","US","United States of America","North Carolina","Durham","IBM"
"160890880","160899071","VPN","GB","United Kingdom of Great Britain and Northern Ireland","England","Felling","Aviation RE LLC"
"165817091","165817091","PUB","US","United States of America","North Carolina","Durham","IBM"
"209886720","209886975","DCH","US","United States of America","California","San Bruno","Responsys Inc."
"214662320","214662327","DCH","US","United States of America","Georgia","Conyers","Nitel Inc.-Eye Center Conyers"
"215685192","215685199","DCH","US","United States of America","Missouri","Clayton","Nitel Inc-Grant Thornton"
"220334316","220334317","DCH","US","United States of America","Washington","Seattle","Amazon Technologies Inc."
"220439344","220439348","DCH","TW","Taiwan (Province of China)","Taipei","Taipei","Amazon.com Inc."
"220524450","220524457","DCH","FR","France","Ile-de-France","Paris","Amazon Technologies Inc."
"220595367","220595435","DCH","FR","France","Ile-de-France","Paris","Amazon Technologies Inc."
"220609336","220609336","PUB","FR","France","Ile-de-France","Paris","Amazon Technologies Inc."
